x,y,T,c,cp,k
0.056722703,0.00593584,1.009176103,0.69796374,4179.863909,0.609936275
0.062937063,0.003450716,1.010053246,0.599112135,4179.726142,0.610344262
0.044623039,0.013878619,1.006910724,0.897307036,4180.232838,0.608877068
0.037616709,0.018057601,1.005469284,0.930924974,4180.477495,0.608198966
0.028060245,0.022366171,1.003710434,0.958818907,4180.786552,0.607367175
0.018908728,0.029415888,1.002004415,0.978130781,4181.097458,0.606555778
0.020358169,0.04500952,1.001453518,0.98303998,4181.200209,0.6062928
0.021033638,0.059905949,1.001193905,0.985498678,4181.249031,0.606168706
0.012823708,0.188518291,1.002375179,0.965566259,4181.028953,0.606732501
0.021861046,0.191732693,1.004122932,0.913296263,4180.713027,0.607562684
0.018111096,0.188309908,1.003251322,0.952031314,4180.869139,0.607149263
0.028803328,0.191167204,1.005162296,0.891287928,4180.530602,0.608054132
0.041259525,0.194173818,1.007157635,0.765773939,4180.191705,0.608992901
0.041958042,0.196588686,1.007367875,0.695742912,4180.156859,0.609091455
0.035928226,0.191139764,1.006199605,0.863627577,4180.352569,0.608542936
0.048178732,0.194013759,1.008075417,0.737992694,4180.040793,0.609422628
0.048951049,0.196532269,1.008297642,0.662357185,4180.00472,0.609526482
0.021281562,0.073170822,1.001078364,0.986714613,4181.270842,0.606113444
0.021425019,0.086507866,1.001021012,0.987361878,4181.281687,0.606086006
0.021462577,0.099933453,1.001002737,0.987575463,4181.285145,0.606077261
0.063527869,0.006045318,1.01000478,0.67141923,4179.73368,0.61032175
0.06993007,0.003480115,1.010883618,0.570844669,4179.598318,0.610729398
0.05532382,0.008986019,1.00878365,0.793858856,4179.926465,0.609753347
0.05158435,0.012878088,1.007921849,0.869467565,4180.065827,0.609350814
0.06201832,0.009239377,1.0095916,0.773052183,4179.798298,0.610129684
0.043885868,0.021126539,1.005903869,0.928403857,4180.402917,0.608403749
0.051247315,0.019700152,1.007023551,0.911189436,4180.214014,0.60893001
0.038302713,0.027605324,1.004414546,0.952959259,4180.661435,0.607700739
0.030117913,0.035636809,1.002770116,0.969706825,4180.956555,0.606920512
0.070413791,0.006021688,1.010824698,0.642455331,4179.607304,0.610702105
0.076923077,0.003507245,1.011690478,0.544429456,4179.476524,0.611102609
0.031571333,0.05178591,1.002049108,0.975875101,4181.089172,0.606577092
0.032067409,0.065993469,1.001738918,0.978869108,4181.146833,0.606429098
0.021497395,0.113348797,1.001024123,0.987322103,4181.281098,0.606087494
0.02141145,0.126761156,1.001084844,0.986640223,4181.269617,0.606116544
0.020815651,0.139753329,1.001177293,0.985712295,4181.252163,0.606160762
0.016759289,0.18217757,1.002557935,0.970095993,4180.995377,0.606819533
0.024223052,0.186421517,1.004047881,0.945078965,4180.726357,0.607527132
0.019829203,0.155149483,1.001420902,0.98335029,4181.206328,0.606277215
0.0184304,0.171301787,1.001989494,0.97822154,4181.100226,0.606548661
0.032229644,0.186293723,1.005214324,0.927157996,4180.521577,0.608078689
0.043098123,0.190999575,1.00718268,0.842954655,4180.187545,0.609004644
0.039028383,0.187092704,1.006245966,0.903791636,4180.344706,0.608564744
0.055345876,0.19393213,1.008991772,0.708285809,4179.893221,0.609850386
0.055944056,0.19649093,1.009189778,0.631097095,4179.86174,0.609942645
0.050138248,0.190696921,1.008089,0.822375931,4180.038583,0.609428978
0.032197954,0.079542884,1.001590258,0.980428957,4181.174597,0.606358118
0.032292219,0.093084877,1.001528411,0.98111811,4181.186172,0.606328578
0.032330346,0.106596279,1.001529539,0.981103229,4181.185961,0.606329117
0.069066638,0.009223962,1.010439858,0.748141497,4179.666315,0.610523709
0.058439009,0.014590983,1.008594279,0.867103919,4179.956854,0.609664994
0.065325766,0.013348754,1.009573345,0.837558855,4179.801167,0.610121192
0.047470551,0.028828761,1.005323343,0.943137429,4180.502698,0.60813013
0.058268187,0.021741609,1.00759258,0.907488521,4180.119797,0.609196714
0.054611759,0.027211441,1.006366517,0.930055895,4180.324297,0.608621433
0.042600255,0.041528882,1.003487299,0.961333244,4180.826591,0.607261308
0.077533708,0.006009763,1.011648836,0.615033725,4179.482752,0.611083372
0.083916084,0.003532319,1.012473771,0.519737351,4179.360554,0.611463958
0.07588841,0.009012223,1.011255136,0.719442469,4179.541943,0.610901368
0.043096704,0.058415269,1.002589317,0.969361718,4180.989625,0.606834472
0.043185976,0.072221985,1.002254517,0.972554951,4181.05119,0.606675012
0.08466815,0.006101837,1.012444032,0.59209609,4179.364916,0.611450256
0.090909091,0.003552192,1.013238757,0.495995371,4179.249441,0.611815948
0.062937063,0.196465083,1.010050278,0.601469223,4179.726603,0.610342883
0.062496368,0.1939099,1.009875712,0.678200483,4179.753798,0.610261781
0.032308898,0.120095873,1.001593285,0.980392981,4181.174031,0.606359564
0.032079699,0.133531142,1.001732835,0.978968593,4181.147968,0.606426194
0.030667459,0.147326917,1.001959139,0.976824961,4181.105859,0.606534183
0.028124422,0.177390883,1.00369014,0.958880424,4180.790186,0.60735755
0.028976948,0.164320301,1.002656734,0.970650186,4180.977279,0.606866561
0.038304086,0.180525896,1.005381956,0.934697707,4180.492566,0.60815778
0.046275143,0.184546612,1.006935424,0.904124551,4180.228713,0.60888866
0.057322081,0.190623608,1.008997955,0.796051914,4179.892236,0.609853267
0.053565704,0.186511963,1.008099028,0.871484503,4180.036951,0.609433666
0.043226743,0.086107756,1.00209799,0.974214455,4181.080119,0.6066004
0.043199943,0.099767616,1.002050033,0.97473573,4181.089001,0.606577533
0.043226889,0.113343088,1.002094573,0.974252663,4181.080752,0.606598771
0.072204892,0.015058331,1.010198329,0.843121744,4179.703626,0.61041163
0.064892999,0.019991852,1.008641684,0.887633847,4179.949234,0.609687116
0.054269097,0.037301532,1.005010753,0.945993106,4180.556948,0.607982581
0.062169058,0.02956924,1.006874991,0.92442592,4180.238809,0.608860297
0.053373472,0.051128566,1.003687391,0.95810574,4180.790678,0.607356246
0.083135112,0.009211561,1.012059849,0.70076863,4179.421559,0.611273125
0.079234936,0.013339402,1.011205977,0.803933548,4179.549374,0.610878625
0.054359725,0.079143323,1.002745357,0.966528317,4180.961076,0.606908732
0.055784357,0.064461959,1.003172485,0.96241009,4180.883401,0.607111811
0.091521753,0.006136066,1.013193897,0.568376219,4179.255898,0.611795332
0.097902098,0.003563982,1.013986954,0.473402872,4179.142812,0.612159341
0.090100372,0.009292519,1.012825403,0.678503072,4179.309217,0.611625866
0.069399379,0.193873411,1.010701786,0.650764957,4179.626092,0.610645153
0.06993007,0.196454675,1.01088443,0.572860859,4179.598194,0.610729774
0.064338605,0.190492892,1.009850324,0.773051569,4179.757762,0.610249982
0.076272463,0.193838659,1.011499892,0.625432037,4179.505079,0.611014545
0.076923077,0.196460036,1.011694379,0.545826306,4179.475941,0.611104411
0.043194023,0.126874026,1.002241115,0.972735311,4181.053663,0.606668625
0.042350799,0.13984921,1.002490039,0.970494904,4181.007836,0.606787206
0.040052338,0.154469539,1.003005725,0.965962209,4180.913645,0.607032559
0.038007094,0.170300752,1.004135605,0.955297373,4180.710778,0.607568686
0.046517167,0.175162868,1.005726133,0.93569324,4180.433333,0.608320032
0.054067586,0.179619469,1.007269494,0.909333446,4180.173145,0.609045345
0.060890639,0.185200818,1.008870266,0.867946475,4179.91261,0.609793741
0.054124643,0.092886929,1.002605094,0.968037494,4180.986734,0.606841982
0.054091569,0.106546703,1.002601211,0.968080253,4180.987445,0.606840134
0.054263023,0.120162253,1.002731264,0.966715936,4180.963651,0.606902027
0.0652294,0.08646394,1.003222328,0.960725555,4180.874381,0.60713549
0.078807664,0.019965423,1.010266412,0.861760459,4179.693087,0.610443232
0.070974941,0.024532455,1.008658161,0.897454752,4179.946588,0.609694805
0.062800109,0.042105607,1.00530035,0.94233925,4180.506676,0.608119282
0.069934803,0.034930507,1.006946055,0.924071571,4180.226938,0.608893649
0.063357949,0.053774436,1.004264536,0.951679401,4180.687935,0.607629738
0.086106514,0.014837533,1.011813456,0.808473219,4179.458169,0.611159404
0.066012621,0.073343969,1.003518481,0.95783554,4180.820985,0.607276107
0.06705898,0.062980817,1.003980423,0.9538476,4180.738356,0.60749517
0.104895105,0.003566851,1.014719902,0.451732395,4179.040311,0.612494898
0.09839052,0.006156177,1.013929619,0.546962889,4179.150912,0.612133057
0.0970943,0.009356622,1.01357878,0.660692573,4179.200732,0.611972112
0.093191059,0.013432584,1.012752903,0.770819984,4179.319765,0.611592498
0.07094625,0.190745751,1.010662369,0.744289229,4179.632129,0.610626884
0.067892976,0.186682945,1.009884562,0.83517192,4179.752417,0.610265894
0.083380601,0.193882763,1.012308532,0.596716875,4179.384833,0.611387809
0.083916084,0.196480829,1.01248382,0.519226693,4179.35908,0.611468588
0.07833207,0.190414274,1.01149162,0.72538247,4179.506321,0.611010721
0.090909091,0.196508684,1.01325424,0.494247094,4179.247214,0.611823063
0.090453317,0.193868792,1.013091021,0.572490663,4179.270734,0.611748041
0.05517391,0.134081922,1.00308874,0.963303753,4180.898576,0.607072017
0.052424365,0.147434651,1.00351946,0.95982377,4180.820809,0.607276572
0.048336861,0.163251819,1.0044934,0.951214135,4180.647539,0.607738047
0.055036969,0.170465634,1.006086246,0.933014063,4180.37183,0.6084896
0.062119892,0.175828921,1.007688284,0.909652926,4180.104069,0.609241522
0.068552057,0.180090688,1.009086114,0.881623419,4179.878203,0.609894351
0.064999944,0.099808687,1.003136491,0.961633359,4180.88992,0.607094708
0.065109253,0.113097555,1.003212304,0.960857808,4180.876195,0.607130728
0.065478803,0.125855297,1.003466266,0.958450003,4180.830375,0.607251325
0.066160128,0.135676538,1.003856573,0.955078242,4180.76043,0.60743647
0.07617037,0.080106316,1.003917228,0.952813633,4180.749612,0.607465221
0.075712108,0.093312067,1.003706668,0.954882962,4180.787226,0.607365389
0.085333055,0.02255913,1.010585541,0.862087786,4179.643912,0.610591269
0.079003344,0.030720062,1.008534847,0.906086906,4179.966418,0.609637254
0.073696274,0.045929359,1.005835581,0.935773346,4180.414589,0.60837159
0.072644642,0.05694784,1.004734216,0.946475458,4180.605246,0.607851924
0.092533123,0.0199438,1.011800055,0.833992989,4179.460167,0.611153216
0.077331842,0.066412034,1.004465396,0.947937045,4180.652471,0.607724799
0.105496027,0.0062025,1.01467363,0.524737827,4179.046725,0.612473739
0.111888112,0.003559649,1.015439167,0.431062896,4178.941599,0.612823387
0.103632696,0.009711985,1.014245389,0.648510548,4179.10645,0.612277751
0.099979838,0.015174583,1.01329609,0.78162108,4179.241199,0.611842292
0.112666781,0.006167381,1.015414295,0.503254115,4178.944981,0.612812042
0.118881119,0.003542972,1.016144319,0.411215745,4178.846621,0.613144658
0.075137604,0.185053317,1.010558329,0.838678747,4179.648091,0.610578652
0.085408965,0.190417427,1.012293958,0.707031573,4179.386979,0.61138109
0.082104615,0.186194653,1.011484826,0.805632004,4179.507342,0.611007581
0.097277335,0.193958056,1.013833645,0.547239889,4179.164496,0.612089048
0.097902098,0.196529124,1.014006656,0.47098825,4179.140031,0.612168372
0.092531139,0.190600398,1.013097397,0.680876569,4179.269814,0.611750973
0.104008887,0.193962908,1.01454492,0.526801277,4179.064606,0.612414863
0.104895105,0.196535729,1.014740506,0.450139602,4179.037458,0.612504319
0.062502345,0.144294142,1.004062352,0.953616743,4180.723785,0.607533988
0.058851639,0.157551338,1.004910494,0.946552381,4180.574425,0.607935225
0.063523785,0.16551182,1.006344688,0.930569919,4180.327989,0.60861117
0.069881433,0.169398843,1.007571815,0.915825093,4180.123214,0.609186991
0.076458165,0.17590411,1.009352847,0.886654542,4179.835922,0.61001858
0.071292817,0.141466397,1.004522791,0.948415534,4180.642366,0.60775195
0.075754909,0.106572093,1.003708842,0.954872428,4180.786837,0.60736642
0.076057081,0.11962127,1.003907175,0.952984099,4180.751404,0.607460457
0.076109421,0.13249084,1.004328986,0.949344091,4180.676539,0.607660247
0.110645595,0.194081186,1.015235644,0.502451696,4178.969342,0.612730519
0.111888112,0.196531765,1.015458127,0.429768564,4178.939022,0.612832036
0.086895152,0.075094615,1.004682862,0.944480416,4180.614247,0.607827647
0.086506323,0.087579093,1.004341905,0.947609944,4180.674257,0.607666362
0.086394166,0.100456905,1.004243755,0.948510077,4180.691612,0.607619899
0.089380768,0.029648489,1.009827196,0.888273252,4179.761376,0.610239233
0.085636487,0.041105057,1.007586297,0.91713444,4180.120831,0.609193772
0.081603437,0.055114044,1.00553734,0.938013469,4180.465769,0.608231054
0.098116365,0.024666399,1.011632001,0.854902158,4179.485271,0.611075595
0.089119411,0.062970163,1.005455251,0.937727286,4180.479915,0.608192348
0.11110274,0.009322662,1.015055363,0.616012166,4178.994041,0.612648203
0.107150854,0.013566618,1.014236511,0.740538711,4179.107695,0.612273686
0.106452785,0.020320436,1.013243292,0.812982122,4179.248788,0.611818032
0.119563452,0.006222724,1.016108322,0.483195792,4178.851426,0.613128277
0.125874126,0.00351534,1.016838586,0.391433494,4178.754842,0.613460223
0.117349139,0.010035607,1.015637277,0.615162182,4178.914736,0.612913725
0.126483931,0.006128575,1.016800997,0.460200986,4178.759767,0.613443157
0.132867133,0.003480429,1.01752147,0.372357266,4178.66624,0.613769891
0.096326397,0.071085229,1.005436255,0.936634934,4180.483192,0.60818339
0.082761315,0.179782186,1.010682059,0.857378257,4179.629113,0.610636011
0.08937284,0.184234913,1.012074136,0.812252215,4179.419443,0.611279717
0.09895062,0.190715723,1.013802023,0.659003989,4179.168979,0.612074545
0.095804719,0.186672133,1.013064707,0.76237834,4179.274535,0.611735943
0.106355176,0.190387734,1.014556054,0.643070123,4179.063057,0.612419957
0.071016447,0.153956906,1.005596459,0.938753708,4180.455598,0.608258923
0.077618254,0.165100611,1.007751492,0.914225931,4180.0937,0.609271107
0.084095974,0.169938601,1.009207577,0.894314232,4179.858917,0.609950935
0.080640017,0.143885412,1.005386135,0.939815836,4180.491845,0.608159751
0.087047784,0.113213383,1.004387599,0.947132158,4180.666189,0.607687987
0.096613707,0.10647198,1.004815275,0.941923908,4180.591059,0.607890234
0.086359391,0.125457754,1.004680802,0.944759787,4180.614608,0.607826673
0.086757714,0.135434411,1.005207525,0.94042053,4180.522755,0.60807548
0.118094431,0.194010318,1.01598454,0.483061006,4178.867986,0.613071929
0.118881119,0.196520095,1.016159732,0.411068515,4178.844564,0.613151672
0.112591648,0.19101031,1.01524702,0.604314915,4178.967788,0.612735712
0.096712556,0.082626088,1.005017693,0.940182444,4180.55574,0.607985859
0.097120192,0.093885715,1.004843887,0.941591379,4180.586057,0.607903755
0.104360381,0.076410362,1.005693634,0.933361955,4180.438907,0.608304719
0.133643517,0.00603702,1.017505249,0.437240688,4178.668326,0.613762544
0.13986014,0.003452203,1.018191741,0.354497553,4178.580884,0.614073144
0.095881233,0.0362119,1.009362309,0.897206888,4179.834427,0.610022985
0.092261269,0.050732914,1.006881489,0.924022825,4180.237723,0.608863347
0.104420364,0.030436529,1.011261952,0.869448409,4179.540914,0.61090452
0.099902708,0.059177579,1.006546338,0.926724384,4180.293954,0.608705953
0.114136482,0.015164897,1.014793275,0.753283428,4179.030156,0.612528444
0.112930474,0.024523207,1.013225042,0.830163482,4179.251414,0.611809645
0.124922425,0.009562082,1.016438322,0.578817759,4178.807545,0.613278382
0.121327614,0.01410045,1.01564212,0.71938048,4178.91408,0.612915933
0.131904788,0.009431609,1.017140267,0.554002685,4178.715496,0.613597115
0.140868015,0.006017829,1.018198897,0.418074139,4178.579981,0.614076378
0.146853147,0.003440278,1.018851728,0.337903834,4178.498389,0.614371069
0.106914519,0.067555277,1.006365849,0.927102475,4180.32441,0.608621119
0.106890752,0.099717898,1.00535016,0.935695232,4180.498061,0.608142782
0.106467847,0.109985466,1.005413879,0.935330527,4180.487054,0.608172837
0.090476009,0.175759039,1.010893523,0.864258691,4179.596808,0.610733986
0.096702672,0.179950475,1.012257376,0.830234422,4179.392369,0.611364225
0.103187094,0.184485979,1.013616461,0.779277374,4179.19536,0.611989407
0.109487823,0.186786556,1.014536719,0.724829694,4179.065748,0.612411111
0.085160856,0.15669067,1.00721743,0.922217586,4180.181778,0.609020937
0.091615648,0.165359041,1.00922544,0.895766966,4179.856085,0.609959254
0.092245237,0.143092113,1.0062038,0.931096898,4180.351857,0.608544909
0.099153436,0.119337121,1.005210332,0.938330019,4180.522269,0.608076804
0.095972159,0.132267531,1.005619035,0.935536809,4180.451717,0.608269563
0.115268428,0.185972436,1.015047488,0.722208524,4178.995123,0.612644606
0.124944615,0.193942928,1.016662774,0.465025458,4178.777921,0.613380382
0.125874126,0.19650358,1.016850148,0.392847226,4178.753328,0.613465473
0.11894653,0.190870222,1.015882315,0.585716739,4178.881703,0.613025377
0.131834047,0.19397484,1.017337252,0.444171828,4178.689979,0.613686425
0.132867133,0.196487315,1.017529147,0.374933044,4178.665254,0.613773369
0.108201042,0.08672756,1.005568027,0.93367663,4180.460488,0.60824552
0.113780871,0.076185506,1.00628475,0.926796653,4180.338134,0.608582984
0.147758617,0.005955044,1.018853117,0.398691582,4178.498217,0.614371695
0.153846154,0.00344316,1.019503416,0.322050735,4178.418438,0.614664593
0.139194103,0.009391003,1.017849011,0.534397707,4178.62433,0.613918168
0.104502565,0.044642875,1.008802004,0.904778629,4179.923527,0.609761908
0.111755817,0.03511549,1.011165137,0.872414645,4179.555553,0.610859728
0.110719896,0.056522219,1.007690477,0.915256502,4180.103709,0.609242549
0.121393168,0.020412951,1.014790169,0.786714927,4179.030586,0.612527024
0.119423345,0.030519937,1.012794324,0.847750208,4179.313736,0.611611563
0.128836857,0.015326712,1.016282837,0.729271017,4178.828172,0.613207678
0.136025777,0.014103107,1.017119151,0.688476297,4178.718239,0.613587538
0.146684178,0.009153085,1.018582548,0.50463295,4178.531849,0.614249639
0.117373478,0.065084196,1.007311873,0.917596623,4180.166125,0.609065209
0.117894231,0.095627347,1.005981651,0.92855912,4180.389643,0.60844037
0.115926266,0.107385684,1.005904047,0.929616812,4180.402887,0.608403832
0.111884145,0.11838772,1.005939952,0.930172066,4180.396756,0.608420738
0.098685136,0.169648421,1.010700641,0.875372923,4179.626268,0.610644623
0.10501272,0.17531843,1.012383667,0.843052017,4179.373781,0.61142244
0.110741399,0.180777328,1.013882669,0.79679378,4179.157553,0.61211153
0.098894418,0.155502005,1.008309481,0.90993189,4180.002804,0.609532013
0.103492669,0.140956937,1.006850771,0.923853949,4180.242859,0.608848928
0.107847652,0.129163347,1.006211394,0.928769624,4180.350569,0.608548482
0.117951622,0.180235648,1.01454844,0.788202286,4179.064117,0.612416474
0.122299688,0.18587205,1.015756678,0.705334226,4178.898613,0.612968142
0.125916614,0.190771052,1.016571042,0.565449153,4178.790007,0.613338704
0.139055512,0.193937211,1.018031464,0.425228799,4178.60115,0.614000692
0.13986014,0.19647342,1.018198569,0.357560512,4178.580022,0.614076229
0.132995489,0.190934775,1.017275857,0.538107486,4178.697917,0.613658596
0.120933732,0.084137436,1.006386918,0.924769974,4180.320849,0.608631025
0.124573896,0.072973462,1.007178448,0.917675686,4180.188248,0.60900266
0.154621369,0.005837091,1.019499115,0.378126566,4178.418961,0.614662657
0.160839161,0.003452027,1.020147905,0.307666173,4178.340839,0.614954233
0.153454908,0.008729247,1.019245314,0.473613719,4178.449924,0.61454842
0.161657921,0.005892882,1.020147705,0.365454494,4178.340863,0.614954143
0.167832168,0.003458146,1.020785293,0.294070497,4178.265528,0.615240056
0.143224553,0.014709049,1.017764818,0.678515625,4178.635067,0.61388007
0.117536332,0.044858847,1.009963267,0.891477062,4179.740144,0.610302464
0.120461347,0.05588327,1.008574138,0.906106992,4179.960093,0.609655593
0.127870797,0.025764123,1.014546995,0.811838462,4179.064318,0.612415813
0.125987971,0.037265325,1.012164023,0.862214101,4179.406147,0.611321178
0.136968587,0.021657161,1.016189006,0.772888189,4178.840661,0.613164993
0.150471358,0.01382627,1.018555795,0.642334911,4178.535189,0.614237564
0.127805681,0.061395146,1.008462386,0.906523804,4179.978096,0.609603425
0.128927652,0.092161271,1.006657893,0.921132046,4180.275191,0.608758361
0.126485943,0.103634443,1.006466085,0.923131376,4180.307481,0.608668238
0.123663382,0.115228697,1.006535221,0.923182021,4180.295827,0.608700729
0.120643698,0.127612426,1.006947324,0.920571156,4180.226726,0.608894244
0.108030736,0.164128183,1.010641541,0.880951574,4179.635322,0.61061723
0.113540708,0.17186492,1.012651269,0.848153404,4179.334584,0.61154571
0.111814747,0.148029392,1.008358605,0.909213803,4179.994857,0.60955496
0.115279727,0.13782052,1.007418813,0.917472382,4180.148441,0.609115323
