x,y,u,v,p
0.271572385,0.057455458,0.831080328,-0.000686005,8.450608098
0.278240462,0.029745469,0.514602822,-0.000682882,8.429856749
0.273588937,0.04364455,0.692604443,-0.001005461,8.446953558
0.287658381,0.024662531,0.439637877,-0.001160345,8.39721735
0.301364834,0.006313711,0.124951807,-0.000162154,8.348569529
0.307692308,0.003552693,0.071491936,-3.4891E-05,8.326683681
0.299029989,0.010100189,0.195885319,-0.000346121,8.35651667
0.295800561,0.014181817,0.268676371,-0.00044399,8.368284384
0.295147005,0.021022985,0.383273999,-0.001024218,8.369569975
0.256502771,0.131658341,0.912641636,0.000549941,8.504196425
0.261366164,0.119905134,0.974147361,0.000456501,8.488487526
0.268590659,0.114462372,0.992017775,0.000224044,8.464398208
0.270506366,0.097370771,1.012062086,-0.000393689,8.458797242
0.269535816,0.106088684,1.009502363,0.000185686,8.462060277
0.27069548,0.184908686,0.283852955,0.000158684,8.455128012
0.299686942,0.194108698,0.116585431,9.12152E-05,8.355127453
0.300699301,0.196557415,0.068972584,3.9417E-05,8.351778303
0.293706294,0.196537498,0.069260035,8.8662E-06,8.37529372
0.29297923,0.193856505,0.121249345,4.21612E-05,8.377430632
0.28062818,0.190668505,0.181085912,8.20412E-05,8.419343946
0.277575269,0.186496404,0.256010306,8.71656E-05,8.430405476
0.288468387,0.190066706,0.192151629,-2.21043E-05,8.393501456
0.254388338,0.155416589,0.702804237,0.000651892,8.51212356
0.259627819,0.165565587,0.576333495,0.000297119,8.492944448
0.265787941,0.169735822,0.52071069,0.000446292,8.470776809
0.272174492,0.175598284,0.434443681,0.000404893,8.449850079
0.261494862,0.142441876,0.831496608,0.000565936,8.485658096
0.306778752,0.194164425,0.115840229,0.000180777,8.331435111
0.307692308,0.196565199,0.069050529,7.32338E-05,8.328683519
0.273932905,0.087713598,0.998086002,-0.000594585,8.445703755
0.277288803,0.077511416,0.96257789,-0.000857701,8.434575016
0.280577956,0.065396175,0.893541056,-0.001579517,8.422541878
0.281724143,0.052940272,0.789254316,-0.002114833,8.417314465
0.286832219,0.034677268,0.580971284,-0.001240819,8.402353515
0.282187277,0.041481781,0.667080947,-0.001418447,8.411248677
0.294066507,0.030872018,0.53087024,-0.001605964,8.375223218
0.289312945,0.058321901,0.838054577,-0.002528941,8.39111984
0.309732677,0.006352938,0.126051663,-0.000103301,8.319732663
0.314685315,0.003538606,0.071337327,-4.62083E-05,8.302854356
0.306066231,0.010716267,0.207526657,-0.000320629,8.332012864
0.315411684,0.006202226,0.123445006,-0.000156337,8.299790966
0.321678322,0.003515804,0.071121232,-6.81228E-05,8.278215964
0.302592903,0.016455109,0.308661579,-0.000779832,8.343711992
0.301837772,0.02472413,0.441604051,-0.001523189,8.344907872
0.322392543,0.005959714,0.119113528,-0.000197593,8.275429584
0.328671329,0.003481189,0.07080061,-0.00012391,8.254642091
0.267058245,0.13154692,0.91309743,0.000635958,8.467375962
0.2723645,0.122423686,0.962214774,0.00088425,8.449787489
0.279942682,0.09499259,1.009553552,-9.46559E-05,8.423471791
0.276807206,0.113167896,0.995583023,0.000616145,8.432482878
0.27935813,0.103906214,1.010967426,0.000119157,8.424682247
0.278308943,0.179820379,0.368484299,0.000326695,8.426630753
0.301026422,0.191227097,0.171178527,0.000285499,8.350112573
0.295480297,0.190111002,0.191488562,0.000164505,8.369061678
0.284940764,0.184490206,0.291402707,0.000162402,8.404898513
0.291994484,0.186059783,0.264018031,0.000150778,8.379844305
0.267460524,0.155978931,0.696795858,0.000777584,8.466440594
0.273283487,0.165897356,0.572267475,0.000834967,8.446173173
0.280241709,0.169639231,0.522653475,0.000832397,8.421113853
0.273466626,0.142302072,0.832515078,0.000994459,8.445085508
0.313827283,0.194068312,0.118101554,0.000190007,8.306226462
0.314685315,0.196557744,0.069455131,6.58516E-05,8.303793907
0.307906391,0.191240428,0.171391808,0.000387476,8.327159289
0.2859867,0.086501512,0.994932445,-0.001215373,8.404184554
0.286808917,0.075422939,0.951826402,-0.001662317,8.399440291
0.292761491,0.067498924,0.906937932,-0.002560585,8.380778498
0.292434042,0.044476138,0.703246268,-0.002290148,8.375473078
0.300296591,0.034738719,0.582446435,-0.002491275,8.351113095
0.298923773,0.057812201,0.834169609,-0.003743424,8.35540891
0.313522459,0.009964034,0.194252883,-0.000429751,8.305135646
0.309910924,0.014637371,0.27770146,-0.000746884,8.317797953
0.3210442,0.009939662,0.194512109,-0.000483815,8.279545994
0.309669655,0.020474061,0.37567266,-0.001504424,8.319086402
0.308553768,0.030043282,0.520932307,-0.002839843,8.320744028
0.330452584,0.005776585,0.11630348,-0.000354081,8.247927816
0.335664336,0.003446093,0.070612166,-0.000158025,8.230497235
0.32870942,0.009062766,0.179105805,-0.000773077,8.253336557
0.278670509,0.131602891,0.912302196,0.001219165,8.428212169
0.283605519,0.12143625,0.966338856,0.001242373,8.410656445
0.290036206,0.099166873,1.012591801,-0.000241703,8.389176902
0.296271283,0.090408263,1.001901466,-0.001054279,8.370428127
0.287357685,0.111036978,1.000148437,0.000845231,8.398235595
0.305021559,0.187152326,0.245572865,0.000810504,8.338071279
0.286348057,0.175574603,0.435502498,0.000558468,8.39971244
0.298775711,0.185220842,0.279375173,0.000493602,8.357656291
0.292531744,0.179879888,0.368131537,0.000324389,8.376514786
0.280104217,0.155709865,0.699836247,0.001276538,8.421572299
0.287319903,0.165732032,0.575141479,0.001625389,8.396265458
0.28605596,0.141929467,0.835666663,0.001693938,8.402596174
0.320663461,0.194061794,0.118690271,0.000238889,8.281901029
0.321678322,0.196538122,0.070141564,8.29366E-05,8.279109849
0.314658122,0.190961207,0.177117427,0.000422753,8.302419588
0.311013576,0.186610223,0.25588473,0.000747667,8.313511284
0.297219602,0.079363793,0.969766111,-0.002576438,8.364934957
0.303495153,0.068466613,0.912725779,-0.004232858,8.34250876
0.337982892,0.006251627,0.12660038,-0.000484935,8.22124033
0.342657343,0.00342337,0.070782639,-0.000185261,8.204884891
0.306128885,0.044964944,0.709256883,-0.003557564,8.332885257
0.309465561,0.05857015,0.840822415,-0.00568041,8.319813916
0.317174055,0.016565131,0.312432055,-0.001199464,8.290151863
0.32495894,0.013903518,0.266878121,-0.00132356,8.266182649
0.316488645,0.026037672,0.46360639,-0.003118453,8.293395871
0.314748457,0.036986688,0.613551804,-0.005509876,8.301472135
0.335724456,0.009368458,0.186120812,-0.000952069,8.227663008
0.331640961,0.014821087,0.284450652,-0.002036069,8.240111899
0.343569727,0.006018999,0.123021383,-0.000565545,8.200196124
0.34965035,0.003414948,0.071465668,-0.000222387,8.179953846
0.327552828,0.193943311,0.121574986,0.00028376,8.256703518
0.328671329,0.196514135,0.070966261,9.01501E-05,8.253947401
0.291041219,0.130645957,0.918048502,0.002290979,8.3847358
0.295391984,0.119738894,0.97256265,0.00208373,8.371468784
0.305738383,0.088411057,0.996901882,-0.001977952,8.337222813
0.302375511,0.098598496,1.010073188,-0.000264227,8.350277462
0.298950397,0.108859556,1.00302968,0.001058881,8.360484566
0.306487189,0.180621783,0.357179212,0.001519578,8.330996872
0.294919769,0.169640739,0.52385351,0.001263916,8.364672182
0.300999748,0.175567106,0.437089949,0.001500672,8.349081904
0.294096398,0.155240784,0.704974248,0.002295066,8.375073194
0.298740537,0.140321154,0.849605677,0.003630929,8.358145331
0.322080944,0.190601347,0.184566199,0.000602846,8.27621477
0.318213022,0.185482711,0.276522815,0.001154348,8.289170365
0.314079796,0.179903056,0.370240826,0.001758296,8.301919629
0.313326291,0.068848726,0.914315352,-0.006376868,8.308351839
0.309009932,0.078434438,0.963943535,-0.004132965,8.326829361
0.313749608,0.08577751,0.988353484,-0.0037944,8.312285973
0.318723309,0.061544331,0.864060234,-0.007857256,8.288541578
0.342055155,0.009646709,0.192829147,-0.001432719,8.204621629
0.318854324,0.050161562,0.764784063,-0.007110218,8.287800048
0.325717674,0.021528394,0.396311564,-0.002667089,8.261060809
0.32382577,0.034252521,0.581794587,-0.005685223,8.263007884
0.339320428,0.014165096,0.275023884,-0.002620071,8.212763132
0.33559047,0.021337819,0.395426498,-0.004355773,8.226961249
0.350433263,0.005769653,0.119476644,-0.000628928,8.175954552
0.356643357,0.003415687,0.07241871,-0.000286127,8.154315163
0.349289527,0.008605547,0.175198056,-0.001381203,8.177529972
0.334810939,0.193916377,0.122888412,0.000386442,8.231116875
0.335664336,0.19648927,0.071903069,0.000128812,8.229538744
0.329644968,0.190239914,0.192392884,0.00076937,8.248503516
0.3420441,0.193836115,0.125601715,0.000594397,8.205675999
0.342657343,0.196468751,0.072980723,0.000206531,8.205503672
0.303782885,0.128846244,0.928007933,0.003680133,8.34234096
0.307620731,0.117776664,0.978346463,0.002953899,8.330630831
0.314413555,0.094822222,1.005747264,-0.0015016,8.31164061
0.31109351,0.106947412,1.004099319,0.001490598,8.320261259
0.309423449,0.171686938,0.496158432,0.003000732,8.324418116
0.303942149,0.164079518,0.599656899,0.00328745,8.340256083
0.307581843,0.147867513,0.782192302,0.00470524,8.32999448
0.311087033,0.137774684,0.868805349,0.005428102,8.320531717
0.317327594,0.17145349,0.500498034,0.003140422,8.288008688
0.326009276,0.185016551,0.28600823,0.001622961,8.261662529
0.32198797,0.178156124,0.399528735,0.00269227,8.272751445
0.323979225,0.068921902,0.913577769,-0.008945072,8.27675126
0.319818542,0.078886951,0.9642247,-0.006217202,8.290404129
0.319959899,0.087656051,0.991601762,-0.004187472,8.289589716
0.328788764,0.058989831,0.845549918,-0.011381874,8.254406829
0.357479964,0.005847026,0.122696469,-0.000852701,8.148715081
0.363636364,0.00342156,0.074000536,-0.000457963,8.130012557
0.346443899,0.013470523,0.265470009,-0.003153813,8.188725008
0.330935426,0.044445627,0.705594863,-0.011304026,8.242120667
0.332771872,0.031280622,0.543820943,-0.00691745,8.232282046
0.343739245,0.019036568,0.36118002,-0.005484168,8.198766229
0.34040217,0.027348197,0.490179766,-0.008316783,8.209443352
0.356192481,0.008731505,0.180031261,-0.001728659,8.150481082
0.352498169,0.012885767,0.257511763,-0.003193042,8.160367293
0.33636977,0.190722293,0.184634967,0.001043768,8.224010435
0.332512004,0.185864416,0.272741976,0.001914602,8.235400427
0.348959078,0.193776543,0.128261993,0.000791568,8.180455963
0.34965035,0.196454989,0.074177235,0.000261729,8.180467517
0.343595914,0.190380121,0.192951716,0.001456565,8.199162524
0.355877737,0.193854068,0.12855029,0.00085494,8.154183511
0.356643357,0.196446764,0.075397363,0.000280455,8.154632963
0.323948991,0.093233906,1.000349086,-0.002904464,8.2809181
0.316682249,0.127480147,0.934907395,0.006112097,8.302075248
0.319880885,0.115187403,0.984629556,0.004437751,8.293287263
0.324028975,0.103131157,1.00429211,0.000682792,8.28074373
0.320162694,0.137156401,0.872916599,0.0081986,8.284308503
0.32553383,0.132235994,0.905437828,0.009771781,8.26939906
0.315475431,0.159407208,0.658228814,0.004945341,8.295158204
0.318366402,0.146054091,0.799479744,0.007373764,8.290834699
0.324786039,0.168673025,0.541345767,0.005443549,8.262917976
0.331435071,0.177923754,0.406022173,0.004311091,8.240378379
0.332373003,0.068204181,0.90793256,-0.012453821,8.246087593
0.337814882,0.062918632,0.873433189,-0.016114275,8.226026033
0.330845399,0.077059212,0.953494959,-0.010047743,8.254588763
0.327859402,0.085512001,0.983951549,-0.00642195,8.264489473
0.339350034,0.05384593,0.801793206,-0.017414016,8.215585315
0.365831141,0.006183443,0.132801205,-0.001506912,8.119752937
0.370629371,0.003426027,0.076068362,-0.000600969,8.103813016
0.362494638,0.009753755,0.203187401,-0.00303195,8.127302919
0.371450025,0.006057087,0.133294771,-0.001824972,8.09633185
0.377622378,0.003424239,0.078768674,-0.000802153,8.075664135
0.351431621,0.019159326,0.367361158,-0.006607335,8.162416342
0.342021792,0.038143293,0.637628393,-0.014327598,8.199581383
0.348144984,0.028446316,0.510459048,-0.012164684,8.173653041
0.359133316,0.014461931,0.290814431,-0.005430078,8.134482214
0.33968012,0.184634538,0.297222803,0.003140588,8.210893234
0.351183518,0.18997384,0.203237384,0.002063938,8.170464575
0.347236366,0.18588462,0.277458375,0.003445216,8.183091413
0.363036274,0.193856948,0.130881012,0.001287989,8.128654252
0.363636364,0.196444661,0.076860842,0.000437493,8.131075636
0.357426476,0.190724467,0.191502447,0.002150607,8.145718991
0.333343645,0.094969405,0.998459455,-0.003116822,8.249801359
0.327698997,0.123478489,0.951433209,0.008496103,8.264904312
0.334134598,0.131794485,0.906991921,0.013387808,8.238498027
0.331951228,0.113772434,0.983928161,0.006150112,8.255632722
0.337508789,0.104259821,0.996651447,0.002340968,8.24142365
0.328959775,0.141262841,0.842243168,0.011960115,8.254289959
0.326638803,0.155199229,0.708414731,0.008821879,8.25737924
0.333754176,0.165709047,0.584388905,0.009199338,8.23325974
0.340776765,0.174023504,0.469591912,0.007599658,8.205896933
0.33901064,0.138988494,0.858524143,0.017110774,8.22481556
0.346910077,0.062060419,0.866706602,-0.023868415,8.191274579
0.341471725,0.072523962,0.929979933,-0.016650159,8.217406156
0.33830762,0.084499873,0.976825962,-0.009617952,8.233374275
0.349817703,0.051585383,0.783369379,-0.026091295,8.171601492
0.37839803,0.005851513,0.133461041,-0.002268896,8.068803365
0.384615385,0.003419658,0.08234018,-0.001160993,8.045957545
0.369683251,0.009795852,0.209228716,-0.004544247,8.098911185
0.366193095,0.013940601,0.286695144,-0.007444385,8.10976163
0.377251167,0.008854272,0.197266349,-0.00483586,8.064993145
0.357624803,0.024509871,0.459350711,-0.013196244,8.134575005
0.353724189,0.036950691,0.629440247,-0.021573933,8.151294599
0.36586571,0.020434273,0.401744443,-0.014462908,8.108802675
0.370629371,0.196447326,0.078884854,0.000639951,8.10491438
0.370134293,0.193843685,0.134626366,0.001849313,8.100152486
0.347279646,0.179575944,0.385763532,0.00663164,8.178549173
0.354442631,0.184858659,0.300212692,0.004956279,8.15360031
0.364479358,0.190686477,0.195922822,0.003115476,8.11983646
0.36136641,0.186532346,0.27390451,0.005400692,8.126643731
0.346194245,0.094738294,0.990140274,-0.004729507,8.216544935
0.344410363,0.13184598,0.90425625,0.019415629,8.211864754
0.339103435,0.122972687,0.949688148,0.012916297,8.22869066
0.343979362,0.113689988,0.977356873,0.010298109,8.220595044
0.34818918,0.105537578,0.98691028,0.00529784,8.211717361
0.338536943,0.150890328,0.756700361,0.016144884,8.21500386
0.342775951,0.163314582,0.61738832,0.0132224,8.194339616
0.349143377,0.168690086,0.551378597,0.01441335,8.171732087
0.34765575,0.14206015,0.835249334,0.023426773,8.19089077
0.35808007,0.059891398,0.850688366,-0.036528919,8.156107309
0.353924345,0.071001187,0.916460117,-0.027924907,8.181277364
0.35013121,0.082197235,0.962457829,-0.017008274,8.201051727
0.358710433,0.090760718,0.971310174,-0.012823739,8.186094336
0.361608263,0.04689181,0.744756494,-0.037765798,8.128382246
0.385568192,0.0059813,0.142833542,-0.003297476,8.034648313
0.391608392,0.003417397,0.087109574,-0.00129357,8.007904929
0.384673421,0.008958682,0.208337472,-0.006893857,8.032143808
0.37378856,0.015257193,0.32043575,-0.011405167,8.073212972
0.38104973,0.01340853,0.295500891,-0.012486296,8.042765427
0.36586496,0.032160235,0.580430014,-0.028873624,8.101459684
0.372975722,0.023822707,0.466428697,-0.024786002,8.069390503
0.377041581,0.193855889,0.13901264,0.00254405,8.072820051
0.377622378,0.196451846,0.081740951,0.000893252,8.077925424
0.371925234,0.19037083,0.208012211,0.004650269,8.08960961
0.383904263,0.193880211,0.144563781,0.003028218,8.038071629
0.384615385,0.196457136,0.08533909,0.001041888,8.044928951
0.35573721,0.175369391,0.459026655,0.01274037,8.144014274
0.362169699,0.179686774,0.395680101,0.011491734,8.117279368
0.368570257,0.184882497,0.311406039,0.009028629,8.096555255
0.357309551,0.101041926,0.979342747,0.001642075,8.190610303
0.352907496,0.134078825,0.888462521,0.02799135,8.178620337
0.352205372,0.123506788,0.941322978,0.022249715,8.19050465
0.354918079,0.112089907,0.971509856,0.014711515,8.191405666
0.351198921,0.15517906,0.71744685,0.023873969,8.166031412
0.357091771,0.164678036,0.608960475,0.023878147,8.143097917
0.358213453,0.141990347,0.83647308,0.035642483,8.15072555
0.369190803,0.05740288,0.834101686,-0.055502441,8.113763463
0.365601477,0.068540559,0.897905807,-0.045332133,8.144924972
0.362178821,0.079660504,0.943136799,-0.02993763,8.169525359
0.368437142,0.098097414,0.960326225,-0.003624016,8.171949557
0.37092059,0.087744288,0.946676883,-0.026491217,8.162135178
0.393804927,0.006173904,0.157147876,-0.004166363,7.987501828
0.398601399,0.003422997,0.09256527,-0.001579469,7.967821343
0.373144531,0.044705635,0.733799897,-0.05595902,8.076105087
0.391569929,0.009217569,0.225245729,-0.008442295,7.988167173
0.387609484,0.014476614,0.328973061,-0.017844468,8.001169026
0.3817953,0.021201582,0.441125278,-0.027394315,8.023381418
0.377563439,0.032546933,0.603027116,-0.045533139,8.049362545
0.398601399,0.196469869,0.095502331,0.001691124,7.972851669
0.391608392,0.196463503,0.089786643,0.001330727,8.012271573
0.398147333,0.193830886,0.16340832,0.005031582,7.95758028
0.391014537,0.193900399,0.151736849,0.003882459,8.002691932
0.378572399,0.190745077,0.207208288,0.005907048,8.061558922
0.375380156,0.186594994,0.287042744,0.010291121,8.069378549
0.385464479,0.190752047,0.216344509,0.007044551,8.023309829
0.364317935,0.169394694,0.556447548,0.025011386,8.10029243
0.370368777,0.175290166,0.477811073,0.022677761,8.079262321
0.375899638,0.179991745,0.40847916,0.020665386,8.063635884
0.366128132,0.108612628,0.96037607,0.016512833,8.172677436
0.361926157,0.130957537,0.902079899,0.039084929,8.151805676
0.364139616,0.119637693,0.942982124,0.031723724,8.163038746
0.364925919,0.154176657,0.735160862,0.040708187,8.11751675
0.369416473,0.13958674,0.854341439,0.056028354,8.116727754
0.377218117,0.10510996,0.937858643,0.014710354,8.163745403
0.380008101,0.055338514,0.823315766,-0.081824052,8.068600031
0.376613514,0.066122055,0.879390243,-0.070183127,8.109049664
0.37361942,0.077168335,0.920325136,-0.05021421,8.142524162
0.382160423,0.085439093,0.916169643,-0.047118036,8.149587529
0.380277763,0.095428532,0.929438037,-0.014133371,8.15921553
0.399414578,0.005987129,0.160722178,-0.004744498,7.95133266
0.405594406,0.003440726,0.100395721,-0.002198618,7.923267941
0.397791447,0.009542163,0.245445581,-0.011374697,7.946767305
0.406296357,0.005940614,0.171759306,-0.006207787,7.907239525
0.412587413,0.003466206,0.110626417,-0.002834989,7.867632549
0.383599156,0.043833528,0.740372233,-0.080353634,8.026910852
0.395088556,0.013864545,0.33512917,-0.021111314,7.954930224
0.391374385,0.021369735,0.467991235,-0.03958757,7.970735682
0.387485469,0.030996079,0.605221343,-0.061319354,7.988460613
0.405004314,0.193820523,0.175888202,0.006650952,7.913533831
0.405594406,0.196479748,0.102863499,0.002248394,7.931328365
0.39989897,0.190232853,0.256118568,0.012781608,7.934487486
0.392601268,0.190782479,0.227206643,0.009111761,7.985054891
0.382452472,0.185164789,0.326474331,0.015594049,8.030610724
0.389202913,0.18658424,0.311918812,0.016274203,7.989989954
0.373165498,0.163664865,0.641015753,0.044705286,8.069510803
0.379236897,0.170414536,0.566824646,0.042821592,8.037673945
0.383055923,0.177403249,0.466355624,0.032983574,8.027001762
0.374746089,0.115698407,0.933829178,0.03854817,8.152449162
0.374674305,0.126942622,0.907771847,0.058519196,8.132103862
0.38304017,0.112401489,0.915923854,0.041620462,8.147712674
0.380569734,0.136658417,0.864971427,0.081911309,8.09054915
0.377504797,0.14783906,0.800323493,0.072295554,8.074417344
0.388968378,0.104556889,0.897871204,0.01885189,8.162182466
0.390357427,0.053352875,0.818034845,-0.116559474,8.023226695
0.387097817,0.063749765,0.862208518,-0.103735602,8.071711788
0.384160705,0.07453587,0.894789119,-0.078740754,8.117970406
0.391479419,0.081879831,0.882308262,-0.077469611,8.138434212
0.391840958,0.092576449,0.884854079,-0.034544125,8.166265993
0.398222463,0.085975038,0.854441119,-0.078544658,8.152475296
0.398190471,0.09906371,0.850319332,-0.003892537,8.182313821
0.413442556,0.005996736,0.189738216,-0.00807454,7.844721271
0.41958042,0.003490745,0.123739668,-0.003757204,7.802917625
0.405115075,0.008996388,0.25026304,-0.013272123,7.896640158
0.40141296,0.012936862,0.334458534,-0.022833137,7.906507441
0.411737012,0.009390375,0.281780644,-0.017889745,7.834032871
0.393632292,0.041307854,0.738828998,-0.108460535,7.963043688
0.400460345,0.019428264,0.464484898,-0.04649417,7.907754111
0.397379129,0.02900654,0.610329335,-0.078567322,7.921353322
0.411844151,0.193713163,0.194919274,0.008710161,7.852921695
0.412587413,0.196491015,0.112371795,0.002877503,7.875202719
0.406988613,0.190091894,0.27948868,0.017538463,7.883861429
0.403218168,0.186057723,0.363413995,0.028091963,7.892853527
0.396382161,0.184607435,0.372387951,0.026315302,7.943439314
0.389637127,0.179805738,0.442919103,0.033701866,7.978568796
0.384761573,0.155597287,0.745039794,0.084267546,8.019691709
0.389390962,0.168950211,0.610608889,0.064996953,7.979151594
0.383344453,0.120101886,0.906869507,0.064328786,8.132440086
0.384143384,0.128493134,0.88866776,0.084042042,8.112610233
0.391611951,0.114507993,0.884098756,0.066277441,8.148799134
0.3889862,0.133822373,0.86978528,0.107311926,8.070712495
0.389371135,0.143615299,0.831603907,0.113000558,8.047159155
0.400955017,0.107673484,0.837277781,0.051495047,8.171182457
0.399331137,0.049657509,0.810496542,-0.153164867,7.966349649
0.397268179,0.061521838,0.849146893,-0.147919322,8.033519634
0.394178641,0.071629887,0.867852509,-0.118646472,8.091289418
0.400586175,0.078643693,0.845233685,-0.120990802,8.137125031
0.401926977,0.092326075,0.830381406,-0.050001957,8.166021749
0.404321233,0.084672552,0.821432882,-0.106334996,8.153752207
0.40903334,0.097958705,0.771793955,-0.014634855,8.235190763
0.420639834,0.006047968,0.212946411,-0.010605211,7.773256126
0.426573427,0.003508452,0.139778846,-0.004466452,7.713944883
0.419021677,0.009640202,0.318738963,-0.024454382,7.763797149
0.408287954,0.01519584,0.412967389,-0.038172676,7.840919607
0.415707538,0.014284051,0.428132213,-0.045359169,7.779767582
0.403485803,0.037401521,0.736603239,-0.134720214,7.882421097
0.406784137,0.025119541,0.595584829,-0.087614916,7.843383878
0.427453453,0.006214643,0.244253648,-0.013044144,7.675449744
0.433566434,0.003514417,0.157937686,-0.005395975,7.594998396
0.457545297,0.092514058,0.027989117,-0.074037175,9.010998102
0.456877716,0.099999999,0.015229652,0.000764998,9.093748861
0.45530004,0.092529289,0.059095211,-0.106021414,8.893198485
0.418793557,0.193438183,0.224089405,0.011836361,7.784933826
0.41958042,0.19650023,0.124653557,0.00360626,7.806902919
0.414282293,0.189579068,0.320784862,0.024116708,7.811925638
0.426573427,0.196502855,0.139625947,0.00425872,7.715479214
0.425912717,0.193515844,0.247951307,0.013702906,7.681778321
0.410808999,0.183213408,0.460107731,0.049817074,7.821781487
0.403816371,0.178869303,0.511871451,0.058584563,7.868535163
0.39733173,0.174746827,0.552991167,0.063345345,7.928253593
0.394313375,0.155224273,0.767692582,0.118336732,7.962984576
0.39868843,0.164630727,0.690747431,0.106567314,7.925293977
0.393184982,0.125075441,0.874473758,0.106605317,8.112246924
0.400458288,0.117218142,0.844182399,0.105162393,8.144282774
0.397579908,0.135440348,0.857314683,0.149219159,8.036271374
0.398955949,0.144733566,0.830107522,0.15715169,8.002786743
0.410876443,0.113324197,0.77430536,0.11734216,8.205082012
0.41398753,0.105367717,0.73253657,0.053391838,8.218322644
0.454682437,0.10058551,0.04192873,0.009463796,8.974743238
0.451683358,0.099461197,0.092461297,-0.009255636,8.803720674
0.457543848,0.10748616,0.027834053,0.074697266,8.987851981
0.408374755,0.046241019,0.817390645,-0.193276895,7.877271931
0.407217175,0.059698284,0.843727064,-0.207998905,7.997667293
0.404476265,0.069450749,0.842779513,-0.173903095,8.060781036
0.411225749,0.078687534,0.789801178,-0.177038789,8.150066045
0.412121528,0.088386755,0.759293798,-0.106706792,8.192911935
0.422785658,0.095675327,0.623329633,-0.059372335,8.308246668
0.426364732,0.009838468,0.362837126,-0.030735503,7.657780236
0.422939689,0.014985288,0.490751694,-0.059370044,7.676086993
0.41630704,0.022162446,0.6035163,-0.094208782,7.745071599
0.413063253,0.034490375,0.755909502,-0.165098173,7.794679266
0.434497051,0.006718333,0.295107348,-0.017791073,7.542912899
0.440559441,0.003506981,0.179406583,-0.006375097,7.447099778
0.433336824,0.010110386,0.415679641,-0.036924894,7.51962763
0.452570978,0.091072479,0.120347043,-0.159220861,8.725152366
0.445623713,0.095369028,0.226640781,-0.095459634,8.625475269
0.457566177,0.085153238,0.102148973,-0.192746895,8.626877039
0.459492648,0.085256505,0.063582582,-0.137519632,8.754735908
0.420621504,0.190186192,0.332243331,0.026624028,7.739326551
0.417259862,0.185658329,0.43780184,0.04778973,7.755556531
0.432347738,0.193102456,0.291454376,0.017954226,7.576486058
0.433566434,0.196498582,0.157794553,0.005366831,7.598820131
0.428204021,0.189306831,0.402052571,0.036325178,7.618377203
0.417834921,0.178499297,0.598413634,0.094864692,7.741947339
0.412262766,0.173738245,0.644794987,0.107548321,7.78011434
0.40635129,0.168026808,0.687460738,0.118964999,7.842498576
0.4047122,0.153818545,0.80637576,0.172399988,7.909315822
0.406169746,0.125943013,0.831282457,0.17062177,8.091197755
0.408810917,0.139450861,0.846145766,0.22138983,7.986376078
0.417987318,0.119861778,0.741244582,0.205594316,8.15594885
0.424664484,0.109688804,0.617752804,0.134993111,8.297573647
0.436803936,0.100270702,0.396474018,0.003269062,8.453421424
0.445404782,0.104695199,0.232126899,0.097394532,8.617331402
0.452548113,0.10812443,0.112514586,0.145135176,8.72337158
0.455763374,0.108544402,0.060106264,0.118360461,8.878028456
0.459488277,0.114745051,0.064218777,0.136743989,8.700267286
0.415839125,0.055479374,0.849236593,-0.265749584,7.89613698
0.420039196,0.044474931,0.860809695,-0.265375871,7.791387554
0.418217929,0.068151359,0.808295679,-0.277288975,8.026267629
0.425733606,0.082373792,0.653184268,-0.237141211,8.223236776
0.437380055,0.090486018,0.422506844,-0.178037839,8.400354094
0.44250936,0.006700197,0.338195169,-0.021971302,7.35702785
0.447552448,0.00349253,0.202902175,-0.006642299,7.254872234
0.429682257,0.015866146,0.564683047,-0.077383824,7.56050839
0.426131671,0.023352018,0.702187672,-0.133047835,7.61283121
0.422421635,0.032567059,0.802333626,-0.199159889,7.66049394
0.440416512,0.010459934,0.480389795,-0.046712519,7.373627318
0.436993788,0.015549358,0.622485897,-0.08690195,7.406342255
0.448218167,0.086522855,0.263598948,-0.268107838,8.494989597
0.454789821,0.083482244,0.189697053,-0.277747818,8.477152339
0.460384155,0.077897402,0.193795125,-0.275989949,8.204561117
0.462670552,0.07844781,0.119322852,-0.183150663,8.321401728
0.438116327,0.192826116,0.333334185,0.021813552,7.450946379
0.440559441,0.19649471,0.17915273,0.005946425,7.44448382
0.42431078,0.183644084,0.535193409,0.071278088,7.651420215
0.434902396,0.188896461,0.461198301,0.046732678,7.489468731
0.431008834,0.185167115,0.547478862,0.070627319,7.530931568
0.424890212,0.175492813,0.707796755,0.140562426,7.641012887
0.421130772,0.16853889,0.779552464,0.18305697,7.682429584
0.414808594,0.161605073,0.795070198,0.196134063,7.800634783
0.415943159,0.149502692,0.853399049,0.259271817,7.856720734
0.41871637,0.127871593,0.784634386,0.263475423,8.073080164
0.42072038,0.138295416,0.832529421,0.31013036,7.957158909
0.429085144,0.120554869,0.641558969,0.289171988,8.203502671
0.43795839,0.111212357,0.424096969,0.206946407,8.377939734
0.44781118,0.113733483,0.273609947,0.27410325,8.463985189
0.454264005,0.116025356,0.187102789,0.274775667,8.480829519
0.457931526,0.116091178,0.115677256,0.207671697,8.604218857
0.462663829,0.121556034,0.120473726,0.182423912,8.285066697
