x,y,T,c,cp,k
0.021033638,0.059905949,1,0.985747155,4181.476862,0.605596674
0.012823708,0.188518291,1,0.966869422,4181.476862,0.605596674
0.021861046,0.191732693,1,0.918541091,4181.476862,0.605596674
0.018111096,0.188309908,1,0.954381599,4181.476862,0.605596674
0.028803328,0.191167204,1,0.899200974,4181.476862,0.605596674
0.041259525,0.194173818,1,0.78856753,4181.476862,0.605596674
0.041958042,0.196588686,1,0.726942116,4181.476862,0.605596674
0.035928226,0.191139764,1,0.875239143,4181.476862,0.605596674
0.048178732,0.194013759,1,0.766190209,4181.476862,0.605596674
0.048951049,0.196532269,1,0.700271403,4181.476862,0.605596674
0.021281562,0.073170822,1,0.986916345,4181.476862,0.605596674
0.021425019,0.086507866,1,0.987540576,4181.476862,0.605596674
0.021462577,0.099933453,1,0.987742952,4181.476862,0.605596674
0.063527869,0.006045318,0.999999999,0.71318916,4181.476862,0.605596674
0.06993007,0.003480115,0.999999999,0.629365762,4181.476862,0.605596674
0.05532382,0.008986019,1,0.817832325,4181.476862,0.605596674
0.05158435,0.012878088,1,0.88363149,4181.476862,0.605596674
0.06201832,0.009239377,0.999999999,0.801291905,4181.476862,0.605596674
0.043885868,0.021126539,1,0.934339951,4181.476862,0.605596674
0.051247315,0.019700152,1,0.919695506,4181.476862,0.605596674
0.038302713,0.027605324,1,0.955795325,4181.476862,0.605596674
0.030117913,0.035636809,1,0.970862498,4181.476862,0.605596674
0.070413791,0.006021688,0.999999999,0.690676131,4181.476862,0.605596674
0.076923077,0.003507245,0.999999999,0.609531818,4181.476862,0.605596674
0.031571333,0.05178591,1,0.976577441,4181.476862,0.605596674
0.032067409,0.065993469,1,0.979387365,4181.476862,0.605596674
0.021497395,0.113348797,1,0.987501588,4181.476862,0.605596674
0.02141145,0.126761156,1,0.986845933,4181.476862,0.605596674
0.020815651,0.139753329,1,0.985950978,4181.476862,0.605596674
0.016759289,0.18217757,1,0.971181628,4181.476862,0.605596674
0.024223052,0.186421517,1,0.948392887,4181.476862,0.605596674
0.019829203,0.155149483,1,0.983697194,4181.476862,0.605596674
0.0184304,0.171301787,1,0.978849373,4181.476862,0.605596674
0.032229644,0.186293723,1,0.932579621,4181.476862,0.605596674
0.043098123,0.190999575,1,0.858433102,4181.476862,0.605596674
0.039028383,0.187092704,1,0.912241528,4181.476862,0.605596674
0.055345876,0.19393213,1,0.74244278,4181.476862,0.605596674
0.055944056,0.19649093,1,0.675745785,4181.476862,0.605596674
0.050138248,0.190696921,1,0.841591731,4181.476862,0.605596674
0.032197954,0.079542884,1,0.980863059,4181.476862,0.605596674
0.032292219,0.093084877,1,0.981515421,4181.476862,0.605596674
0.032330346,0.106596279,1,0.981501014,4181.476862,0.605596674
0.069066638,0.009223962,0.999999999,0.781876909,4181.476862,0.605596674
0.058439009,0.014590983,1,0.882573093,4181.476862,0.605596674
0.065325766,0.013348754,0.999999999,0.858284907,4181.476862,0.605596674
0.047470551,0.028828761,1,0.947186368,4181.476862,0.605596674
0.058268187,0.021741609,1,0.917063612,4181.476862,0.605596674
0.054611759,0.027211441,1,0.935981625,4181.476862,0.605596674
0.042600255,0.041528882,1,0.963199806,4181.476862,0.605596674
0.077533708,0.006009763,0.999999999,0.669718751,4181.476862,0.605596674
0.083916084,0.003532319,0.999999999,0.591254283,4181.476862,0.605596674
0.07588841,0.009012223,0.999999999,0.759053434,4181.476862,0.605596674
0.043096704,0.058415269,1,0.970473687,4181.476862,0.605596674
0.043185976,0.072221985,1,0.973411756,4181.476862,0.605596674
0.08466815,0.006101837,0.999999999,0.652815332,4181.476862,0.605596674
0.090909091,0.003552192,0.999999999,0.573811138,4181.476862,0.605596674
0.062937063,0.196465083,0.999999999,0.652891499,4181.476862,0.605596674
0.062496368,0.1939099,0.999999999,0.71871725,4181.476862,0.605596674
0.032308898,0.120095873,1,0.980828792,4181.476862,0.605596674
0.032079699,0.133531142,1,0.979480971,4181.476862,0.605596674
0.030667459,0.147326917,1,0.977474664,4181.476862,0.605596674
0.028124422,0.177390883,1,0.961023463,4181.476862,0.605596674
0.028976948,0.164320301,1,0.971749851,4181.476862,0.605596674
0.038304086,0.180525896,1,0.939633542,4181.476862,0.605596674
0.046275143,0.184546612,1,0.91336226,4181.476862,0.605596674
0.057322081,0.190623608,1,0.820307238,4181.476862,0.605596674
0.053565704,0.186511963,1,0.885809895,4181.476862,0.605596674
0.043226743,0.086107756,1,0.974963644,4181.476862,0.605596674
0.043199943,0.099767616,1,0.975451934,4181.476862,0.605596674
0.043226889,0.113343088,1,0.974999378,4181.476862,0.605596674
0.072204892,0.015058331,0.999999999,0.864227793,4181.476862,0.605596674
0.064892999,0.019991852,0.999999999,0.900648971,4181.476862,0.605596674
0.054269097,0.037301532,1,0.949653918,4181.476862,0.605596674
0.062169058,0.02956924,1,0.931367561,4181.476862,0.605596674
0.053373472,0.051128566,1,0.960209303,4181.476862,0.605596674
0.083135112,0.009211561,0.999999999,0.745548143,4181.476862,0.605596674
0.079234936,0.013339402,0.999999999,0.832478535,4181.476862,0.605596674
0.054359725,0.079143323,1,0.967791485,4181.476862,0.605596674
0.055784357,0.064461959,1,0.964066936,4181.476862,0.605596674
0.091521753,0.006136066,0.999999999,0.635123895,4181.476862,0.605596674
0.097902098,0.003563982,0.999999998,0.557364605,4181.476862,0.605596674
0.090100372,0.009292519,0.999999999,0.728699444,4181.476862,0.605596674
0.069399379,0.193873411,0.999999999,0.697412936,4181.476862,0.605596674
0.06993007,0.196454675,0.999999999,0.631045508,4181.476862,0.605596674
0.064338605,0.190492892,0.999999999,0.802023365,4181.476862,0.605596674
0.076272463,0.193838659,0.999999999,0.678220262,4181.476862,0.605596674
0.076923077,0.196460036,0.999999999,0.610738221,4181.476862,0.605596674
0.043194023,0.126874026,1,0.973581848,4181.476862,0.605596674
0.042350799,0.13984921,1,0.971515832,4181.476862,0.605596674
0.040052338,0.154469539,1,0.967386735,4181.476862,0.605596674
0.038007094,0.170300752,1,0.957828919,4181.476862,0.605596674
0.046517167,0.175162868,1,0.940721816,4181.476862,0.605596674
0.054067586,0.179619469,1,0.918300263,4181.476862,0.605596674
0.060890639,0.185200818,0.999999999,0.883886516,4181.476862,0.605596674
0.054124643,0.092886929,1,0.969185047,4181.476862,0.605596674
0.054091569,0.106546703,1,0.96922426,4181.476862,0.605596674
0.054263023,0.120162253,1,0.967966094,4181.476862,0.605596674
0.0652294,0.08646394,1,0.96245426,4181.476862,0.605596674
0.078807664,0.019965423,0.999999999,0.880319671,4181.476862,0.605596674
0.070974941,0.024532455,0.999999999,0.909204155,4181.476862,0.605596674
0.062800109,0.042105607,1,0.94643713,4181.476862,0.605596674
0.069934803,0.034930507,1,0.931173421,4181.476862,0.605596674
0.063357949,0.053774436,1,0.954450184,4181.476862,0.605596674
0.086106514,0.014837533,0.999999999,0.837684634,4181.476862,0.605596674
0.066012621,0.073343969,1,0.959861744,4181.476862,0.605596674
0.06705898,0.062980817,1,0.956344786,4181.476862,0.605596674
0.104895105,0.003566851,0.999999998,0.541688987,4181.476862,0.605596674
0.09839052,0.006156177,0.999999998,0.619646283,4181.476862,0.605596674
0.0970943,0.009356622,0.999999998,0.71627844,4181.476862,0.605596674
0.093191059,0.013432584,0.999999999,0.807838848,4181.476862,0.605596674
0.07094625,0.190745751,0.999999999,0.779267545,4181.476862,0.605596674
0.067892976,0.186682945,0.999999999,0.85701822,4181.476862,0.605596674
0.083380601,0.193882763,0.999999999,0.656245352,4181.476862,0.605596674
0.083916084,0.196480829,0.999999999,0.590816686,4181.476862,0.605596674
0.07833207,0.190414274,0.999999999,0.765106693,4181.476862,0.605596674
0.090909091,0.196508684,0.999999999,0.572379681,4181.476862,0.605596674
0.090453317,0.193868792,0.999999999,0.638331657,4181.476862,0.605596674
0.05517391,0.134081922,1,0.964875275,4181.476862,0.605596674
0.052424365,0.147434651,1,0.961750646,4181.476862,0.605596674
0.048336861,0.163251819,1,0.954180409,4181.476862,0.605596674
0.055036969,0.170465634,1,0.938499479,4181.476862,0.605596674
0.062119892,0.175828921,1,0.91894971,4181.476862,0.605596674
0.068552057,0.180090688,0.999999999,0.895943718,4181.476862,0.605596674
0.064999944,0.099808687,1,0.963280053,4181.476862,0.605596674
0.065109253,0.113097555,1,0.962573553,4181.476862,0.605596674
0.065478803,0.125855297,1,0.960413607,4181.476862,0.605596674
0.066160128,0.135676538,1,0.957440583,4181.476862,0.605596674
0.07617037,0.080106316,1,0.955318002,4181.476862,0.605596674
0.075712108,0.093312067,1,0.957152089,4181.476862,0.605596674
0.085333055,0.02255913,0.999999999,0.881119326,4181.476862,0.605596674
0.079003344,0.030720062,0.999999999,0.916515562,4181.476862,0.605596674
0.073696274,0.045929359,1,0.940784799,4181.476862,0.605596674
0.072644642,0.05694784,1,0.949880479,4181.476862,0.605596674
0.092533123,0.0199438,0.999999999,0.859103951,4181.476862,0.605596674
0.077331842,0.066412034,1,0.951074945,4181.476862,0.605596674
0.105496027,0.0062025,0.999999998,0.603433198,4181.476862,0.605596674
0.111888112,0.003559649,0.999999998,0.526828326,4181.476862,0.605596674
0.103632696,0.009711985,0.999999998,0.70803261,4181.476862,0.605596674
0.099979838,0.015174583,0.999999998,0.818142288,4181.476862,0.605596674
0.112666781,0.006167381,0.999999998,0.588101311,4181.476862,0.605596674
0.118881119,0.003542972,0.999999997,0.512605758,4181.476862,0.605596674
0.075137604,0.185053317,0.999999999,0.861261761,4181.476862,0.605596674
0.085408965,0.190417427,0.999999999,0.752075782,4181.476862,0.605596674
0.082104615,0.186194653,0.999999999,0.834782404,4181.476862,0.605596674
0.097277335,0.193958056,0.999999998,0.619517927,4181.476862,0.605596674
0.097902098,0.196529124,0.999999998,0.555416662,4181.476862,0.605596674
0.092531139,0.190600398,0.999999999,0.732075632,4181.476862,0.605596674
0.104008887,0.193962908,0.999999998,0.604922,4181.476862,0.605596674
0.104895105,0.196535729,0.999999998,0.540567005,4181.476862,0.605596674
0.062502345,0.144294142,1,0.956161986,4181.476862,0.605596674
0.058851639,0.157551338,1,0.950059169,4181.476862,0.605596674
0.063523785,0.16551182,1,0.936495336,4181.476862,0.605596674
0.069881433,0.169398843,0.999999999,0.924201061,4181.476862,0.605596674
0.076458165,0.17590411,0.999999999,0.900566065,4181.476862,0.605596674
0.071292817,0.141466397,1,0.95156419,4181.476862,0.605596674
0.075754909,0.106572093,1,0.957140216,4181.476862,0.605596674
0.076057081,0.11962127,1,0.955467971,4181.476862,0.605596674
0.076109421,0.13249084,1,0.952305127,4181.476862,0.605596674
0.110645595,0.194081186,0.999999998,0.58685249,4181.476862,0.605596674
0.111888112,0.196531765,0.999999998,0.526009958,4181.476862,0.605596674
0.086895152,0.075094615,1,0.947970314,4181.476862,0.605596674
0.086506323,0.087579093,1,0.950665152,4181.476862,0.605596674
0.086394166,0.100456905,1,0.95144973,4181.476862,0.605596674
0.089380768,0.029648489,0.999999999,0.902443312,4181.476862,0.605596674
0.085636487,0.041105057,0.999999999,0.925456351,4181.476862,0.605596674
0.081603437,0.055114044,1,0.942571454,4181.476862,0.605596674
0.098116365,0.024666399,0.999999999,0.876419896,4181.476862,0.605596674
0.089119411,0.062970163,0.999999999,0.94223741,4181.476862,0.605596674
0.11110274,0.009322662,0.999999998,0.683474041,4181.476862,0.605596674
0.107150854,0.013566618,0.999999998,0.786166167,4181.476862,0.605596674
0.106452785,0.020320436,0.999999998,0.844076727,4181.476862,0.605596674
0.119563452,0.006222724,0.999999997,0.573612781,4181.476862,0.605596674
0.125874126,0.00351534,0.999999997,0.49832498,4181.476862,0.605596674
0.117349139,0.010035607,0.999999998,0.684739956,4181.476862,0.605596674
0.126483931,0.006128575,0.999999997,0.556743946,4181.476862,0.605596674
0.132867133,0.003480429,0.999999997,0.484560369,4181.476862,0.605596674
0.096326397,0.071085229,0.999999999,0.941203979,4181.476862,0.605596674
0.082761315,0.179782186,0.999999999,0.877212028,4181.476862,0.605596674
0.08937284,0.184234913,0.999999999,0.841569251,4181.476862,0.605596674
0.09895062,0.190715723,0.999999998,0.716052608,4181.476862,0.605596674
0.095804719,0.186672133,0.999999998,0.801709558,4181.476862,0.605596674
0.106355176,0.190387734,0.999999998,0.705005565,4181.476862,0.605596674
0.071016447,0.153956906,1,0.943315269,4181.476862,0.605596674
0.077618254,0.165100611,0.999999999,0.922954865,4181.476862,0.605596674
0.084095974,0.169938601,0.999999999,0.906948599,4181.476862,0.605596674
0.080640017,0.143885412,1,0.944103708,4181.476862,0.605596674
0.087047784,0.113213383,1,0.950245912,4181.476862,0.605596674
0.096613707,0.10647198,0.999999999,0.945656886,4181.476862,0.605596674
0.086359391,0.125457754,1,0.948205873,4181.476862,0.605596674
0.086757714,0.135434411,1,0.944540204,4181.476862,0.605596674
0.118094431,0.194010318,0.999999997,0.573339793,4181.476862,0.605596674
0.118881119,0.196520095,0.999999997,0.512829591,4181.476862,0.605596674
0.112591648,0.19101031,0.999999998,0.674483808,4181.476862,0.605596674
0.096712556,0.082626088,0.999999999,0.944169589,4181.476862,0.605596674
0.097120192,0.093885715,0.999999999,0.945358515,4181.476862,0.605596674
0.104360381,0.076410362,0.999999999,0.938350238,4181.476862,0.605596674
0.133643517,0.00603702,0.999999997,0.539896826,4181.476862,0.605596674
0.13986014,0.003452203,0.999999996,0.471715086,4181.476862,0.605596674
0.095881233,0.0362119,0.999999999,0.909593671,4181.476862,0.605596674
0.092261269,0.050732914,0.999999999,0.930960959,4181.476862,0.605596674
0.104420364,0.030436529,0.999999999,0.888116458,4181.476862,0.605596674
0.099902708,0.059177579,0.999999999,0.933017109,4181.476862,0.605596674
0.114136482,0.015164897,0.999999998,0.798269039,4181.476862,0.605596674
0.112930474,0.024523207,0.999999998,0.858247445,4181.476862,0.605596674
0.124922425,0.009562082,0.999999997,0.657141426,4181.476862,0.605596674
0.121327614,0.01410045,0.999999997,0.772652639,4181.476862,0.605596674
0.131904788,0.009431609,0.999999997,0.638690943,4181.476862,0.605596674
0.140868015,0.006017829,0.999999996,0.526217507,4181.476862,0.605596674
0.146853147,0.003440278,0.999999996,0.459828975,4181.476862,0.605596674
0.106914519,0.067555277,0.999999999,0.933198512,4181.476862,0.605596674
0.106890752,0.099717898,0.999999999,0.940239648,4181.476862,0.605596674
0.106467847,0.109985466,0.999999999,0.939948537,4181.476862,0.605596674
0.090476009,0.175759039,0.999999999,0.883259884,4181.476862,0.605596674
0.096702672,0.179950475,0.999999999,0.856779722,4181.476862,0.605596674
0.103187094,0.184485979,0.999999998,0.817183906,4181.476862,0.605596674
0.109487823,0.186786556,0.999999998,0.774248168,4181.476862,0.605596674
0.085160856,0.15669067,0.999999999,0.929486891,4181.476862,0.605596674
0.091615648,0.165359041,0.999999999,0.908344175,4181.476862,0.605596674
0.092245237,0.143092113,0.999999999,0.936696036,4181.476862,0.605596674
0.099153436,0.119337121,0.999999999,0.942569809,4181.476862,0.605596674
0.095972159,0.132267531,0.999999999,0.940297285,4181.476862,0.605596674
0.115268428,0.185972436,0.999999998,0.773664166,4181.476862,0.605596674
0.124944615,0.193942928,0.999999997,0.560642284,4181.476862,0.605596674
0.125874126,0.19650358,0.999999997,0.49993393,4181.476862,0.605596674
0.11894653,0.190870222,0.999999997,0.660941109,4181.476862,0.605596674
0.131834047,0.19397484,0.999999997,0.545493326,4181.476862,0.605596674
0.132867133,0.196487315,0.999999996,0.48716749,4181.476862,0.605596674
0.108201042,0.08672756,0.999999999,0.938546667,4181.476862,0.605596674
0.113780871,0.076185506,0.999999999,0.932797952,4181.476862,0.605596674
0.147758617,0.005955044,0.999999995,0.512125943,4181.476862,0.605596674
0.153846154,0.00344316,0.999999995,0.448436739,4181.476862,0.605596674
0.139194103,0.009391003,0.999999996,0.624829304,4181.476862,0.605596674
0.104502565,0.044642875,0.999999999,0.915533559,4181.476862,0.605596674
0.111755817,0.03511549,0.999999998,0.890678517,4181.476862,0.605596674
0.110719896,0.056522219,0.999999999,0.923713889,4181.476862,0.605596674
0.121393168,0.020412951,0.999999998,0.825518505,4181.476862,0.605596674
0.119423345,0.030519937,0.999999998,0.872188181,4181.476862,0.605596674
0.128836857,0.015326712,0.999999997,0.782487384,4181.476862,0.605596674
0.136025777,0.014103107,0.999999997,0.751653002,4181.476862,0.605596674
0.146684178,0.009153085,0.999999996,0.602416302,4181.476862,0.605596674
0.117373478,0.065084196,0.999999999,0.925405987,4181.476862,0.605596674
0.117894231,0.095627347,0.999999999,0.934151833,4181.476862,0.605596674
0.115926266,0.107385684,0.999999999,0.935056468,4181.476862,0.605596674
0.111884145,0.11838772,0.999999999,0.935579107,4181.476862,0.605596674
0.098685136,0.169648421,0.999999999,0.892408239,4181.476862,0.605596674
0.10501272,0.17531843,0.999999998,0.867605278,4181.476862,0.605596674
0.110741399,0.180777328,0.999999998,0.832233921,4181.476862,0.605596674
0.098894418,0.155502005,0.999999999,0.919551465,4181.476862,0.605596674
0.103492669,0.140956937,0.999999999,0.93063355,4181.476862,0.605596674
0.107847652,0.129163347,0.999999999,0.934513027,4181.476862,0.605596674
0.117951622,0.180235648,0.999999998,0.826626538,4181.476862,0.605596674
0.122299688,0.18587205,0.999999997,0.761975608,4181.476862,0.605596674
0.125916614,0.190771052,0.999999997,0.646328013,4181.476862,0.605596674
0.139055512,0.193937211,0.999999996,0.532016892,4181.476862,0.605596674
0.13986014,0.19647342,0.999999996,0.474722676,4181.476862,0.605596674
0.132995489,0.190934775,0.999999997,0.625866713,4181.476862,0.605596674
0.120933732,0.084137436,0.999999999,0.931028923,4181.476862,0.605596674
0.124573896,0.072973462,0.999999999,0.925294703,4181.476862,0.605596674
0.154621369,0.005837091,0.999999995,0.496874235,4181.476862,0.605596674
0.160839161,0.003452027,0.999999994,0.438259919,4181.476862,0.605596674
0.153454908,0.008729247,0.999999995,0.578745952,4181.476862,0.605596674
0.161657921,0.005892882,0.999999994,0.48871265,4181.476862,0.605596674
0.167832168,0.003458146,0.999999994,0.428689436,4181.476862,0.605596674
0.143224553,0.014709049,0.999999996,0.745719277,4181.476862,0.605596674
0.117536332,0.044858847,0.999999999,0.905184547,4181.476862,0.605596674
0.120461347,0.05588327,0.999999999,0.916428044,4181.476862,0.605596674
0.127870797,0.025764123,0.999999997,0.84556047,4181.476862,0.605596674
0.125987971,0.037265325,0.999999998,0.883333788,4181.476862,0.605596674
0.136968587,0.021657161,0.999999997,0.817213293,4181.476862,0.605596674
0.150471358,0.01382627,0.999999995,0.718755256,4181.476862,0.605596674
0.127805681,0.061395146,0.999999999,0.916591221,4181.476862,0.605596674
0.128927652,0.092161271,0.999999999,0.927934078,4181.476862,0.605596674
0.126485943,0.103634443,0.999999999,0.929581612,4181.476862,0.605596674
0.123663382,0.115228697,0.999999999,0.929681965,4181.476862,0.605596674
0.120643698,0.127612426,0.999999999,0.927664584,4181.476862,0.605596674
0.108030736,0.164128183,0.999999999,0.896972717,4181.476862,0.605596674
0.113540708,0.17186492,0.999999998,0.872152641,4181.476862,0.605596674
0.111814747,0.148029392,0.999999999,0.918889179,4181.476862,0.605596674
0.115279727,0.13782052,0.999999999,0.925351235,4181.476862,0.605596674
0.121319337,0.171849648,0.999999998,0.863617844,4181.476862,0.605596674
0.1264329,0.179026872,0.999999997,0.825594773,4181.476862,0.605596674
0.129607709,0.185446652,0.999999997,0.756698236,4181.476862,0.605596674
0.146230616,0.193877205,0.999999996,0.52027585,4181.476862,0.605596674
0.146853147,0.196462639,0.999999995,0.46293886,4181.476862,0.605596674
0.140541324,0.190697672,0.999999996,0.618743019,4181.476862,0.605596674
0.136564338,0.18602417,0.999999996,0.739362654,4181.476862,0.605596674
0.132225979,0.08115098,0.999999999,0.924005301,4181.476862,0.605596674
0.135341328,0.069905303,0.999999998,0.917531868,4181.476862,0.605596674
0.160594365,0.008814832,0.999999994,0.574778847,4181.476862,0.605596674
0.156672901,0.012574259,0.999999995,0.686579685,4181.476862,0.605596674
0.168633636,0.005987224,0.999999994,0.480087867,4181.476862,0.605596674
0.174825175,0.003457232,0.999999993,0.419421721,4181.476862,0.605596674
0.167204602,0.00906757,0.999999994,0.569529102,4181.476862,0.605596674
0.175432009,0.005996049,0.999999993,0.471483043,4181.476862,0.605596674
0.181818182,0.003452311,0.999999992,0.410681307,4181.476862,0.605596674
0.146952919,0.021257236,0.999999996,0.801758416,4181.476862,0.605596674
0.130141343,0.049890424,0.999999998,0.902875012,4181.476862,0.605596674
